fold,subset,sample_id
actor_1029_statement_TIE,train,1070_TIE_XX_sad
actor_1029_statement_TIE,train,1071_TIE_XX_happy
actor_1029_statement_TIE,train,1071_TIE_XX_sad
actor_1029_statement_TIE,train,1072_TIE_XX_happy
actor_1029_statement_TIE,train,1072_TIE_XX_sad
actor_1029_statement_TIE,train,1073_TIE_XX_happy
actor_1029_statement_TIE,train,1073_TIE_XX_sad
actor_1029_statement_TIE,train,1074_TIE_XX_happy
actor_1029_statement_TIE,train,1074_TIE_XX_sad
actor_1029_statement_TIE,train,1075_TIE_XX_happy
actor_1029_statement_TIE,train,1075_TIE_XX_sad
actor_1029_statement_TIE,train,1076_TIE_XX_happy
actor_1029_statement_TIE,train,1076_TIE_XX_sad
actor_1029_statement_TIE,train,1077_TIE_XX_happy
actor_1029_statement_TIE,train,1077_TIE_XX_sad
actor_1029_statement_TIE,train,1078_TIE_XX_happy
actor_1029_statement_TIE,train,1078_TIE_XX_sad
actor_1029_statement_TIE,train,1079_TIE_XX_happy
actor_1029_statement_TIE,train,1079_TIE_XX_sad
actor_1029_statement_TIE,train,1080_TIE_XX_happy
actor_1029_statement_TIE,train,1080_TIE_XX_sad
actor_1029_statement_TIE,train,1081_TIE_XX_happy
actor_1029_statement_TIE,train,1081_TIE_XX_sad
actor_1029_statement_TIE,train,1082_TIE_XX_happy
actor_1029_statement_TIE,train,1082_TIE_XX_sad
actor_1029_statement_TIE,train,1083_TIE_XX_happy
actor_1029_statement_TIE,train,1083_TIE_XX_sad
actor_1029_statement_TIE,train,1084_TIE_XX_happy
actor_1029_statement_TIE,train,1084_TIE_XX_sad
actor_1029_statement_TIE,train,1085_TIE_XX_happy
actor_1029_statement_TIE,train,1085_TIE_XX_sad
actor_1029_statement_TIE,train,1086_TIE_XX_happy
actor_1029_statement_TIE,train,1086_TIE_XX_sad
actor_1029_statement_TIE,train,1087_TIE_XX_happy
actor_1029_statement_TIE,train,1087_TIE_XX_sad
actor_1029_statement_TIE,train,1088_TIE_XX_happy
actor_1029_statement_TIE,train,1088_TIE_XX_sad
actor_1029_statement_TIE,train,1089_TIE_XX_happy
actor_1029_statement_TIE,train,1089_TIE_XX_sad
actor_1029_statement_TIE,train,1090_TIE_XX_happy
actor_1029_statement_TIE,train,1090_TIE_XX_sad
actor_1029_statement_TIE,train,1091_TIE_XX_happy
actor_1029_statement_TIE,train,1091_TIE_XX_sad
actor_1029_statement_TIE,test,1029_TIE_XX_happy
actor_1029_statement_TIE,test,1029_TIE_XX_sad
actor_1029_statement_TSI,train,1001_TSI_XX_happy
actor_1029_statement_TSI,train,1001_TSI_XX_sad
actor_1029_statement_TSI,train,1002_TSI_XX_happy
actor_1029_statement_TSI,train,1002_TSI_XX_sad
actor_1029_statement_TSI,train,1003_TSI_XX_happy
actor_1029_statement_TSI,train,1003_TSI_XX_sad
actor_1029_statement_TSI,train,1004_TSI_XX_happy
actor_1029_statement_TSI,train,1004_TSI_XX_sad
actor_1029_statement_TSI,train,1005_TSI_XX_happy
actor_1029_statement_TSI,train,1005_TSI_XX_sad
actor_1029_statement_TSI,train,1006_TSI_XX_happy
actor_1029_statement_TSI,train,1006_TSI_XX_sad
actor_1029_statement_TSI,train,1007_TSI_XX_happy
actor_1029_statement_TSI,train,1007_TSI_XX_sad
actor_1029_statement_TSI,train,1010_TSI_XX_happy
actor_1029_statement_TSI,train,1010_TSI_XX_sad
actor_1029_statement_TSI,train,1011_TSI_XX_happy
actor_1029_statement_TSI,train,1011_TSI_XX_sad
actor_1029_statement_TSI,train,1012_TSI_XX_happy
actor_1029_statement_TSI,train,1012_TSI_XX_sad
actor_1029_statement_TSI,train,1013_TSI_XX_happy
actor_1029_statement_TSI,train,1013_TSI_XX_sad
actor_1029_statement_TSI,train,1014_TSI_XX_happy
actor_1029_statement_TSI,train,1014_TSI_XX_sad
actor_1029_statement_TSI,train,1015_TSI_XX_happy
actor_1029_statement_TSI,train,1015_TSI_XX_sad
actor_1029_statement_TSI,train,1016_TSI_XX_happy
actor_1029_statement_TSI,train,1016_TSI_XX_sad
actor_1029_statement_TSI,train,1017_TSI_XX_happy
actor_1029_statement_TSI,train,1017_TSI_XX_sad
actor_1029_statement_TSI,train,1018_TSI_XX_happy
actor_1029_statement_TSI,train,1018_TSI_XX_sad
actor_1029_statement_TSI,train,1020_TSI_XX_happy
actor_1029_statement_TSI,train,1020_TSI_XX_sad
actor_1029_statement_TSI,train,1021_TSI_XX_happy
actor_1029_statement_TSI,train,1021_TSI_XX_sad
actor_1029_statement_TSI,train,1022_TSI_XX_happy
actor_1029_statement_TSI,train,1022_TSI_XX_sad
actor_1029_statement_TSI,train,1023_TSI_XX_happy
actor_1029_statement_TSI,train,1023_TSI_XX_sad
actor_1029_statement_TSI,train,1024_TSI_XX_happy
actor_1029_statement_TSI,train,1024_TSI_XX_sad
actor_1029_statement_TSI,train,1025_TSI_XX_happy
actor_1029_statement_TSI,train,1025_TSI_XX_sad
actor_1029_statement_TSI,train,1026_TSI_XX_happy
actor_1029_statement_TSI,train,1026_TSI_XX_sad
actor_1029_statement_TSI,train,1027_TSI_XX_happy
actor_1029_statement_TSI,train,1027_TSI_XX_sad
actor_1029_statement_TSI,train,1028_TSI_XX_happy
actor_1029_statement_TSI,train,1028_TSI_XX_sad
actor_1029_statement_TSI,train,1030_TSI_XX_happy
actor_1029_statement_TSI,train,1030_TSI_XX_sad
actor_1029_statement_TSI,train,1031_TSI_XX_happy
actor_1029_statement_TSI,train,1031_TSI_XX_sad
actor_1029_statement_TSI,train,1032_TSI_XX_happy
actor_1029_statement_TSI,train,1032_TSI_XX_sad
actor_1029_statement_TSI,train,1033_TSI_XX_happy
actor_1029_statement_TSI,train,1033_TSI_XX_sad
actor_1029_statement_TSI,train,1034_TSI_XX_happy
actor_1029_statement_TSI,train,1034_TSI_XX_sad
actor_1029_statement_TSI,train,1035_TSI_XX_happy
actor_1029_statement_TSI,train,1035_TSI_XX_sad
actor_1029_statement_TSI,train,1036_TSI_XX_happy
actor_1029_statement_TSI,train,1036_TSI_XX_sad
actor_1029_statement_TSI,train,1037_TSI_XX_happy
actor_1029_statement_TSI,train,1037_TSI_XX_sad
actor_1029_statement_TSI,train,1038_TSI_XX_happy
actor_1029_statement_TSI,train,1038_TSI_XX_sad
actor_1029_statement_TSI,train,1039_TSI_XX_happy
actor_1029_statement_TSI,train,1039_TSI_XX_sad
actor_1029_statement_TSI,train,1040_TSI_XX_happy
actor_1029_statement_TSI,train,1040_TSI_XX_sad
actor_1029_statement_TSI,train,1041_TSI_XX_happy
actor_1029_statement_TSI,train,1041_TSI_XX_sad
actor_1029_statement_TSI,train,1042_TSI_XX_happy
actor_1029_statement_TSI,train,1042_TSI_XX_sad
actor_1029_statement_TSI,train,1043_TSI_XX_happy
actor_1029_statement_TSI,train,1043_TSI_XX_sad
actor_1029_statement_TSI,train,1044_TSI_XX_happy
actor_1029_statement_TSI,train,1044_TSI_XX_sad
actor_1029_statement_TSI,train,1045_TSI_XX_happy
actor_1029_statement_TSI,train,1045_TSI_XX_sad
actor_1029_statement_TSI,train,1046_TSI_XX_happy
actor_1029_statement_TSI,train,1046_TSI_XX_sad
actor_1029_statement_TSI,train,1047_TSI_XX_happy
actor_1029_statement_TSI,train,1047_TSI_XX_sad
actor_1029_statement_TSI,train,1048_TSI_XX_happy
actor_1029_statement_TSI,train,1048_TSI_XX_sad
actor_1029_statement_TSI,train,1049_TSI_XX_happy
actor_1029_statement_TSI,train,1049_TSI_XX_sad
actor_1029_statement_TSI,train,1050_TSI_XX_happy
actor_1029_statement_TSI,train,1050_TSI_XX_sad
actor_1029_statement_TSI,train,1051_TSI_XX_happy
actor_1029_statement_TSI,train,1051_TSI_XX_sad
actor_1029_statement_TSI,train,1052_TSI_XX_happy
actor_1029_statement_TSI,train,1052_TSI_XX_sad
actor_1029_statement_TSI,train,1053_TSI_XX_happy
actor_1029_statement_TSI,train,1053_TSI_XX_sad
actor_1029_statement_TSI,train,1054_TSI_XX_happy
actor_1029_statement_TSI,train,1054_TSI_XX_sad
actor_1029_statement_TSI,train,1055_TSI_XX_happy
actor_1029_statement_TSI,train,1055_TSI_XX_sad
actor_1029_statement_TSI,train,1056_TSI_XX_happy
actor_1029_statement_TSI,train,1056_TSI_XX_sad
actor_1029_statement_TSI,train,1057_TSI_XX_happy
actor_1029_statement_TSI,train,1057_TSI_XX_sad
actor_1029_statement_TSI,train,1058_TSI_XX_happy
actor_1029_statement_TSI,train,1058_TSI_XX_sad
actor_1029_statement_TSI,train,1059_TSI_XX_happy
actor_1029_statement_TSI,train,1059_TSI_XX_sad
actor_1029_statement_TSI,train,1060_TSI_XX_happy
actor_1029_statement_TSI,train,1060_TSI_XX_sad
actor_1029_statement_TSI,train,1061_TSI_XX_happy
actor_1029_statement_TSI,train,1061_TSI_XX_sad
actor_1029_statement_TSI,train,1062_TSI_XX_happy
actor_1029_statement_TSI,train,1062_TSI_XX_sad
actor_1029_statement_TSI,train,1063_TSI_XX_happy
actor_1029_statement_TSI,train,1063_TSI_XX_sad
actor_1029_statement_TSI,train,1064_TSI_XX_happy
actor_1029_statement_TSI,train,1064_TSI_XX_sad
actor_1029_statement_TSI,train,1065_TSI_XX_happy
actor_1029_statement_TSI,train,1065_TSI_XX_sad
actor_1029_statement_TSI,train,1066_TSI_XX_happy
actor_1029_statement_TSI,train,1066_TSI_XX_sad
actor_1029_statement_TSI,train,1067_TSI_XX_happy
actor_1029_statement_TSI,train,1067_TSI_XX_sad
actor_1029_statement_TSI,train,1068_TSI_XX_happy
actor_1029_statement_TSI,train,1068_TSI_XX_sad
actor_1029_statement_TSI,train,1069_TSI_XX_happy
actor_1029_statement_TSI,train,1069_TSI_XX_sad
actor_1029_statement_TSI,train,1070_TSI_XX_happy
actor_1029_statement_TSI,train,1070_TSI_XX_sad
actor_1029_statement_TSI,train,1071_TSI_XX_happy
actor_1029_statement_TSI,train,1071_TSI_XX_sad
actor_1029_statement_TSI,train,1072_TSI_XX_happy
actor_1029_statement_TSI,train,1072_TSI_XX_sad
actor_1029_statement_TSI,train,1073_TSI_XX_happy
actor_1029_statement_TSI,train,1073_TSI_XX_sad
actor_1029_statement_TSI,train,1074_TSI_XX_happy
actor_1029_statement_TSI,train,1074_TSI_XX_sad
actor_1029_statement_TSI,train,1075_TSI_XX_happy
actor_1029_statement_TSI,train,1075_TSI_XX_sad
actor_1029_statement_TSI,train,1076_TSI_XX_happy
actor_1029_statement_TSI,train,1076_TSI_XX_sad
actor_1029_statement_TSI,train,1077_TSI_XX_happy
actor_1029_statement_TSI,train,1077_TSI_XX_sad
actor_1029_statement_TSI,train,1078_TSI_XX_happy
actor_1029_statement_TSI,train,1078_TSI_XX_sad
actor_1029_statement_TSI,train,1079_TSI_XX_happy
actor_1029_statement_TSI,train,1079_TSI_XX_sad
actor_1029_statement_TSI,train,1080_TSI_XX_happy
actor_1029_statement_TSI,train,1080_TSI_XX_sad
actor_1029_statement_TSI,train,1081_TSI_XX_happy
actor_1029_statement_TSI,train,1081_TSI_XX_sad
actor_1029_statement_TSI,train,1082_TSI_XX_happy
actor_1029_statement_TSI,train,1082_TSI_XX_sad
actor_1029_statement_TSI,train,1083_TSI_XX_happy
actor_1029_statement_TSI,train,1083_TSI_XX_sad
actor_1029_statement_TSI,train,1084_TSI_XX_happy
actor_1029_statement_TSI,train,1084_TSI_XX_sad
actor_1029_statement_TSI,train,1085_TSI_XX_happy
actor_1029_statement_TSI,train,1085_TSI_XX_sad
actor_1029_statement_TSI,train,1086_TSI_XX_happy
actor_1029_statement_TSI,train,1086_TSI_XX_sad
actor_1029_statement_TSI,train,1087_TSI_XX_happy
actor_1029_statement_TSI,train,1087_TSI_XX_sad
actor_1029_statement_TSI,train,1088_TSI_XX_happy
actor_1029_statement_TSI,train,1088_TSI_XX_sad
actor_1029_statement_TSI,train,1089_TSI_XX_happy
actor_1029_statement_TSI,train,1089_TSI_XX_sad
actor_1029_statement_TSI,train,1090_TSI_XX_happy
actor_1029_statement_TSI,train,1090_TSI_XX_sad
actor_1029_statement_TSI,train,1091_TSI_XX_happy
actor_1029_statement_TSI,train,1091_TSI_XX_sad
actor_1029_statement_TSI,test,1029_TSI_XX_happy
actor_1029_statement_TSI,test,1029_TSI_XX_sad
actor_1029_statement_WSI,train,1001_WSI_XX_happy
actor_1029_statement_WSI,train,1001_WSI_XX_sad
actor_1029_statement_WSI,train,1002_WSI_XX_happy
actor_1029_statement_WSI,train,1002_WSI_XX_sad
actor_1029_statement_WSI,train,1003_WSI_XX_happy
actor_1029_statement_WSI,train,1003_WSI_XX_sad
actor_1029_statement_WSI,train,1004_WSI_XX_happy
actor_1029_statement_WSI,train,1004_WSI_XX_sad
actor_1029_statement_WSI,train,1005_WSI_XX_happy
actor_1029_statement_WSI,train,1005_WSI_XX_sad
actor_1029_statement_WSI,train,1006_WSI_XX_happy
actor_1029_statement_WSI,train,1006_WSI_XX_sad
actor_1029_statement_WSI,train,1007_WSI_XX_happy
actor_1029_statement_WSI,train,1007_WSI_XX_sad
actor_1029_statement_WSI,train,1010_WSI_XX_happy
actor_1029_statement_WSI,train,1010_WSI_XX_sad
actor_1029_statement_WSI,train,1011_WSI_XX_happy
actor_1029_statement_WSI,train,1011_WSI_XX_sad
actor_1029_statement_WSI,train,1012_WSI_XX_happy
actor_1029_statement_WSI,train,1012_WSI_XX_sad
actor_1029_statement_WSI,train,1013_WSI_XX_happy
actor_1029_statement_WSI,train,1013_WSI_XX_sad
actor_1029_statement_WSI,train,1014_WSI_XX_happy
actor_1029_statement_WSI,train,1014_WSI_XX_sad
actor_1029_statement_WSI,train,1015_WSI_XX_happy
actor_1029_statement_WSI,train,1015_WSI_XX_sad
actor_1029_statement_WSI,train,1016_WSI_XX_happy
actor_1029_statement_WSI,train,1016_WSI_XX_sad
actor_1029_statement_WSI,train,1017_WSI_XX_happy
actor_1029_statement_WSI,train,1017_WSI_XX_sad
actor_1029_statement_WSI,train,1018_WSI_XX_happy
actor_1029_statement_WSI,train,1018_WSI_XX_sad
actor_1029_statement_WSI,train,1020_WSI_XX_happy
actor_1029_statement_WSI,train,1020_WSI_XX_sad
actor_1029_statement_WSI,train,1021_WSI_XX_happy
actor_1029_statement_WSI,train,1021_WSI_XX_sad
actor_1029_statement_WSI,train,1022_WSI_XX_happy
actor_1029_statement_WSI,train,1022_WSI_XX_sad
actor_1029_statement_WSI,train,1023_WSI_XX_happy
actor_1029_statement_WSI,train,1023_WSI_XX_sad
actor_1029_statement_WSI,train,1024_WSI_XX_happy
actor_1029_statement_WSI,train,1024_WSI_XX_sad
actor_1029_statement_WSI,train,1025_WSI_XX_happy
actor_1029_statement_WSI,train,1025_WSI_XX_sad
actor_1029_statement_WSI,train,1026_WSI_XX_happy
actor_1029_statement_WSI,train,1026_WSI_XX_sad
actor_1029_statement_WSI,train,1027_WSI_XX_happy
actor_1029_statement_WSI,train,1027_WSI_XX_sad
actor_1029_statement_WSI,train,1028_WSI_XX_happy
actor_1029_statement_WSI,train,1028_WSI_XX_sad
actor_1029_statement_WSI,train,1030_WSI_XX_happy
actor_1029_statement_WSI,train,1030_WSI_XX_sad
actor_1029_statement_WSI,train,1031_WSI_XX_happy
actor_1029_statement_WSI,train,1031_WSI_XX_sad
actor_1029_statement_WSI,train,1032_WSI_XX_happy
actor_1029_statement_WSI,train,1032_WSI_XX_sad
actor_1029_statement_WSI,train,1033_WSI_XX_happy
actor_1029_statement_WSI,train,1033_WSI_XX_sad
actor_1029_statement_WSI,train,1034_WSI_XX_happy
actor_1029_statement_WSI,train,1034_WSI_XX_sad
actor_1029_statement_WSI,train,1035_WSI_XX_happy
actor_1029_statement_WSI,train,1035_WSI_XX_sad
actor_1029_statement_WSI,train,1036_WSI_XX_happy
actor_1029_statement_WSI,train,1036_WSI_XX_sad
actor_1029_statement_WSI,train,1037_WSI_XX_happy
actor_1029_statement_WSI,train,1037_WSI_XX_sad
actor_1029_statement_WSI,train,1038_WSI_XX_happy
actor_1029_statement_WSI,train,1038_WSI_XX_sad
actor_1029_statement_WSI,train,1039_WSI_XX_happy
actor_1029_statement_WSI,train,1039_WSI_XX_sad
actor_1029_statement_WSI,train,1040_WSI_XX_happy
actor_1029_statement_WSI,train,1040_WSI_XX_sad
actor_1029_statement_WSI,train,1041_WSI_XX_happy
actor_1029_statement_WSI,train,1041_WSI_XX_sad
actor_1029_statement_WSI,train,1042_WSI_XX_happy
actor_1029_statement_WSI,train,1042_WSI_XX_sad
actor_1029_statement_WSI,train,1043_WSI_XX_happy
actor_1029_statement_WSI,train,1043_WSI_XX_sad
actor_1029_statement_WSI,train,1044_WSI_XX_happy
actor_1029_statement_WSI,train,1044_WSI_XX_sad
actor_1029_statement_WSI,train,1045_WSI_XX_happy
actor_1029_statement_WSI,train,1045_WSI_XX_sad
actor_1029_statement_WSI,train,1046_WSI_XX_happy
actor_1029_statement_WSI,train,1046_WSI_XX_sad
actor_1029_statement_WSI,train,1047_WSI_XX_happy
actor_1029_statement_WSI,train,1047_WSI_XX_sad
actor_1029_statement_WSI,train,1048_WSI_XX_happy
actor_1029_statement_WSI,train,1048_WSI_XX_sad
actor_1029_statement_WSI,train,1049_WSI_XX_happy
actor_1029_statement_WSI,train,1049_WSI_XX_sad
actor_1029_statement_WSI,train,1050_WSI_XX_happy
actor_1029_statement_WSI,train,1050_WSI_XX_sad
actor_1029_statement_WSI,train,1051_WSI_XX_happy
actor_1029_statement_WSI,train,1051_WSI_XX_sad
actor_1029_statement_WSI,train,1052_WSI_XX_happy
actor_1029_statement_WSI,train,1052_WSI_XX_sad
actor_1029_statement_WSI,train,1053_WSI_XX_happy
actor_1029_statement_WSI,train,1053_WSI_XX_sad
actor_1029_statement_WSI,train,1054_WSI_XX_happy
actor_1029_statement_WSI,train,1054_WSI_XX_sad
actor_1029_statement_WSI,train,1055_WSI_XX_happy
actor_1029_statement_WSI,train,1055_WSI_XX_sad
actor_1029_statement_WSI,train,1056_WSI_XX_happy
actor_1029_statement_WSI,train,1056_WSI_XX_sad
actor_1029_statement_WSI,train,1057_WSI_XX_happy
actor_1029_statement_WSI,train,1057_WSI_XX_sad
actor_1029_statement_WSI,train,1058_WSI_XX_happy
actor_1029_statement_WSI,train,1058_WSI_XX_sad
actor_1029_statement_WSI,train,1059_WSI_XX_happy
actor_1029_statement_WSI,train,1059_WSI_XX_sad
actor_1029_statement_WSI,train,1060_WSI_XX_happy
actor_1029_statement_WSI,train,1060_WSI_XX_sad
actor_1029_statement_WSI,train,1061_WSI_XX_happy
actor_1029_statement_WSI,train,1061_WSI_XX_sad
actor_1029_statement_WSI,train,1062_WSI_XX_happy
actor_1029_statement_WSI,train,1062_WSI_XX_sad
actor_1029_statement_WSI,train,1063_WSI_XX_happy
actor_1029_statement_WSI,train,1063_WSI_XX_sad
actor_1029_statement_WSI,train,1064_WSI_XX_happy
actor_1029_statement_WSI,train,1064_WSI_XX_sad
actor_1029_statement_WSI,train,1065_WSI_XX_happy
actor_1029_statement_WSI,train,1065_WSI_XX_sad
actor_1029_statement_WSI,train,1066_WSI_XX_happy
actor_1029_statement_WSI,train,1066_WSI_XX_sad
actor_1029_statement_WSI,train,1067_WSI_XX_happy
actor_1029_statement_WSI,train,1067_WSI_XX_sad
actor_1029_statement_WSI,train,1068_WSI_XX_happy
actor_1029_statement_WSI,train,1068_WSI_XX_sad
actor_1029_statement_WSI,train,1069_WSI_XX_happy
actor_1029_statement_WSI,train,1069_WSI_XX_sad
actor_1029_statement_WSI,train,1070_WSI_XX_happy
actor_1029_statement_WSI,train,1070_WSI_XX_sad
actor_1029_statement_WSI,train,1071_WSI_XX_happy
actor_1029_statement_WSI,train,1071_WSI_XX_sad
actor_1029_statement_WSI,train,1072_WSI_XX_happy
actor_1029_statement_WSI,train,1072_WSI_XX_sad
actor_1029_statement_WSI,train,1073_WSI_XX_happy
actor_1029_statement_WSI,train,1073_WSI_XX_sad
actor_1029_statement_WSI,train,1074_WSI_XX_happy
actor_1029_statement_WSI,train,1074_WSI_XX_sad
actor_1029_statement_WSI,train,1075_WSI_XX_happy
actor_1029_statement_WSI,train,1075_WSI_XX_sad
actor_1029_statement_WSI,train,1076_WSI_XX_happy
actor_1029_statement_WSI,train,1076_WSI_XX_sad
actor_1029_statement_WSI,train,1077_WSI_XX_happy
actor_1029_statement_WSI,train,1077_WSI_XX_sad
actor_1029_statement_WSI,train,1078_WSI_XX_happy
actor_1029_statement_WSI,train,1078_WSI_XX_sad
actor_1029_statement_WSI,train,1079_WSI_XX_happy
actor_1029_statement_WSI,train,1079_WSI_XX_sad
actor_1029_statement_WSI,train,1080_WSI_XX_happy
actor_1029_statement_WSI,train,1080_WSI_XX_sad
actor_1029_statement_WSI,train,1081_WSI_XX_happy
actor_1029_statement_WSI,train,1081_WSI_XX_sad
actor_1029_statement_WSI,train,1082_WSI_XX_happy
actor_1029_statement_WSI,train,1082_WSI_XX_sad
actor_1029_statement_WSI,train,1083_WSI_XX_happy
actor_1029_statement_WSI,train,1083_WSI_XX_sad
actor_1029_statement_WSI,train,1084_WSI_XX_happy
actor_1029_statement_WSI,train,1084_WSI_XX_sad
actor_1029_statement_WSI,train,1085_WSI_XX_happy
actor_1029_statement_WSI,train,1085_WSI_XX_sad
actor_1029_statement_WSI,train,1086_WSI_XX_happy
actor_1029_statement_WSI,train,1086_WSI_XX_sad
actor_1029_statement_WSI,train,1087_WSI_XX_happy
actor_1029_statement_WSI,train,1087_WSI_XX_sad
actor_1029_statement_WSI,train,1088_WSI_XX_happy
actor_1029_statement_WSI,train,1088_WSI_XX_sad
actor_1029_statement_WSI,train,1089_WSI_XX_happy
actor_1029_statement_WSI,train,1089_WSI_XX_sad
actor_1029_statement_WSI,train,1090_WSI_XX_happy
actor_1029_statement_WSI,train,1090_WSI_XX_sad
actor_1029_statement_WSI,train,1091_WSI_XX_happy
actor_1029_statement_WSI,train,1091_WSI_XX_sad
actor_1029_statement_WSI,test,1029_WSI_XX_happy
actor_1029_statement_WSI,test,1029_WSI_XX_sad
actor_1030_statement_DFA,train,1001_DFA_XX_happy
actor_1030_statement_DFA,train,1001_DFA_XX_sad
actor_1030_statement_DFA,train,1002_DFA_XX_happy
actor_1030_statement_DFA,train,1002_DFA_XX_sad
actor_1030_statement_DFA,train,1003_DFA_XX_happy
actor_1030_statement_DFA,train,1003_DFA_XX_sad
actor_1030_statement_DFA,train,1004_DFA_XX_happy
actor_1030_statement_DFA,train,1004_DFA_XX_sad
actor_1030_statement_DFA,train,1005_DFA_XX_happy
actor_1030_statement_DFA,train,1005_DFA_XX_sad
actor_1030_statement_DFA,train,1006_DFA_XX_happy
actor_1030_statement_DFA,train,1006_DFA_XX_sad
actor_1030_statement_DFA,train,1007_DFA_XX_happy
actor_1030_statement_DFA,train,1007_DFA_XX_sad
actor_1030_statement_DFA,train,1010_DFA_XX_happy
actor_1030_statement_DFA,train,1010_DFA_XX_sad
actor_1030_statement_DFA,train,1011_DFA_XX_happy
actor_1030_statement_DFA,train,1011_DFA_XX_sad
actor_1030_statement_DFA,train,1012_DFA_XX_happy
actor_1030_statement_DFA,train,1012_DFA_XX_sad
actor_1030_statement_DFA,train,1013_DFA_XX_happy
actor_1030_statement_DFA,train,1013_DFA_XX_sad
actor_1030_statement_DFA,train,1014_DFA_XX_happy
actor_1030_statement_DFA,train,1014_DFA_XX_sad
actor_1030_statement_DFA,train,1015_DFA_XX_happy
actor_1030_statement_DFA,train,1015_DFA_XX_sad
actor_1030_statement_DFA,train,1016_DFA_XX_happy
actor_1030_statement_DFA,train,1016_DFA_XX_sad
actor_1030_statement_DFA,train,1017_DFA_XX_happy
actor_1030_statement_DFA,train,1017_DFA_XX_sad
actor_1030_statement_DFA,train,1018_DFA_XX_happy
actor_1030_statement_DFA,train,1018_DFA_XX_sad
actor_1030_statement_DFA,train,1020_DFA_XX_happy
actor_1030_statement_DFA,train,1020_DFA_XX_sad
actor_1030_statement_DFA,train,1021_DFA_XX_happy
actor_1030_statement_DFA,train,1021_DFA_XX_sad
actor_1030_statement_DFA,train,1022_DFA_XX_happy
actor_1030_statement_DFA,train,1022_DFA_XX_sad
actor_1030_statement_DFA,train,1023_DFA_XX_happy
actor_1030_statement_DFA,train,1023_DFA_XX_sad
actor_1030_statement_DFA,train,1024_DFA_XX_happy
actor_1030_statement_DFA,train,1024_DFA_XX_sad
actor_1030_statement_DFA,train,1025_DFA_XX_happy
actor_1030_statement_DFA,train,1025_DFA_XX_sad
actor_1030_statement_DFA,train,1026_DFA_XX_happy
actor_1030_statement_DFA,train,1026_DFA_XX_sad
actor_1030_statement_DFA,train,1027_DFA_XX_happy
actor_1030_statement_DFA,train,1027_DFA_XX_sad
actor_1030_statement_DFA,train,1028_DFA_XX_happy
actor_1030_statement_DFA,train,1028_DFA_XX_sad
actor_1030_statement_DFA,train,1029_DFA_XX_happy
actor_1030_statement_DFA,train,1029_DFA_XX_sad
actor_1030_statement_DFA,train,1031_DFA_XX_happy
actor_1030_statement_DFA,train,1031_DFA_XX_sad
actor_1030_statement_DFA,train,1032_DFA_XX_happy
actor_1030_statement_DFA,train,1032_DFA_XX_sad
actor_1030_statement_DFA,train,1033_DFA_XX_happy
actor_1030_statement_DFA,train,1033_DFA_XX_sad
actor_1030_statement_DFA,train,1034_DFA_XX_happy
actor_1030_statement_DFA,train,1034_DFA_XX_sad
actor_1030_statement_DFA,train,1035_DFA_XX_happy
actor_1030_statement_DFA,train,1035_DFA_XX_sad
actor_1030_statement_DFA,train,1036_DFA_XX_happy
actor_1030_statement_DFA,train,1036_DFA_XX_sad
actor_1030_statement_DFA,train,1037_DFA_XX_happy
actor_1030_statement_DFA,train,1037_DFA_XX_sad
actor_1030_statement_DFA,train,1038_DFA_XX_happy
actor_1030_statement_DFA,train,1038_DFA_XX_sad
actor_1030_statement_DFA,train,1039_DFA_XX_happy
actor_1030_statement_DFA,train,1039_DFA_XX_sad
actor_1030_statement_DFA,train,1040_DFA_XX_happy
actor_1030_statement_DFA,train,1040_DFA_XX_sad
actor_1030_statement_DFA,train,1041_DFA_XX_happy
actor_1030_statement_DFA,train,1041_DFA_XX_sad
actor_1030_statement_DFA,train,1042_DFA_XX_happy
actor_1030_statement_DFA,train,1042_DFA_XX_sad
actor_1030_statement_DFA,train,1043_DFA_XX_happy
actor_1030_statement_DFA,train,1043_DFA_XX_sad
actor_1030_statement_DFA,train,1044_DFA_XX_happy
actor_1030_statement_DFA,train,1044_DFA_XX_sad
actor_1030_statement_DFA,train,1045_DFA_XX_happy
actor_1030_statement_DFA,train,1045_DFA_XX_sad
actor_1030_statement_DFA,train,1046_DFA_XX_happy
actor_1030_statement_DFA,train,1046_DFA_XX_sad
actor_1030_statement_DFA,train,1047_DFA_XX_happy
actor_1030_statement_DFA,train,1047_DFA_XX_sad
actor_1030_statement_DFA,train,1048_DFA_XX_happy
actor_1030_statement_DFA,train,1048_DFA_XX_sad
actor_1030_statement_DFA,train,1049_DFA_XX_happy
actor_1030_statement_DFA,train,1049_DFA_XX_sad
actor_1030_statement_DFA,train,1050_DFA_XX_happy
actor_1030_statement_DFA,train,1050_DFA_XX_sad
actor_1030_statement_DFA,train,1051_DFA_XX_happy
actor_1030_statement_DFA,train,1051_DFA_XX_sad
actor_1030_statement_DFA,train,1052_DFA_XX_happy
actor_1030_statement_DFA,train,1052_DFA_XX_sad
actor_1030_statement_DFA,train,1053_DFA_XX_happy
actor_1030_statement_DFA,train,1053_DFA_XX_sad
actor_1030_statement_DFA,train,1054_DFA_XX_happy
actor_1030_statement_DFA,train,1054_DFA_XX_sad
actor_1030_statement_DFA,train,1055_DFA_XX_happy
actor_1030_statement_DFA,train,1055_DFA_XX_sad
