position,layer,regime,fold,n_train,n_test,accuracy,roc_auc
audio,10,joint,actor_15_statement_01,92,4,1.0,1.0
audio,10,joint,actor_15_statement_02,92,4,0.5,1.0
audio,10,joint,actor_16_statement_01,92,4,0.5,0.75
audio,10,joint,actor_16_statement_02,92,4,0.5,1.0
audio,10,joint,actor_17_statement_01,92,4,0.75,0.75
audio,10,joint,actor_17_statement_02,92,4,0.5,1.0
audio,10,joint,actor_18_statement_01,92,4,0.75,1.0
audio,10,joint,actor_18_statement_02,92,4,0.5,1.0
audio,10,joint,actor_19_statement_01,92,4,1.0,1.0
audio,10,joint,actor_19_statement_02,92,4,0.5,1.0
audio,10,joint,actor_20_statement_01,92,4,1.0,1.0
audio,10,joint,actor_20_statement_02,92,4,0.5,1.0
audio,10,joint,actor_21_statement_01,92,4,1.0,1.0
audio,10,joint,actor_21_statement_02,92,4,0.5,1.0
audio,10,joint,actor_22_statement_01,92,4,1.0,1.0
audio,10,joint,actor_22_statement_02,92,4,0.5,1.0
audio,10,joint,actor_23_statement_01,92,4,1.0,1.0
audio,10,joint,actor_23_statement_02,92,4,0.5,1.0
audio,10,joint,actor_24_statement_01,92,4,0.5,1.0
audio,10,joint,actor_24_statement_02,92,4,0.5,1.0
audio,11,speaker,actor_01_statement_None,184,8,0.75,1.0
audio,11,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_04_statement_None,184,8,0.625,0.8125
audio,11,speaker,actor_05_statement_None,184,8,0.875,0.875
audio,11,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_07_statement_None,184,8,0.875,1.0
audio,11,speaker,actor_08_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,11,speaker,actor_10_statement_None,184,8,0.75,0.8125
audio,11,speaker,actor_11_statement_None,184,8,0.875,1.0
audio,11,speaker,actor_12_statement_None,184,8,0.75,0.9375
audio,11,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,11,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_15_statement_None,184,8,0.75,0.9375
audio,11,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,11,speaker,actor_17_statement_None,184,8,0.625,1.0
audio,11,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,11,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,11,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,11,speaker,actor_24_statement_None,184,8,0.625,0.875
audio,11,statement,actor_None_statement_01,96,96,0.8854166666666666,0.9709201388888888
audio,11,statement,actor_None_statement_02,96,96,0.5,0.9344618055555556
audio,11,joint,actor_01_statement_01,92,4,0.75,1.0
audio,11,joint,actor_01_statement_02,92,4,0.5,1.0
audio,11,joint,actor_02_statement_01,92,4,1.0,1.0
audio,11,joint,actor_02_statement_02,92,4,0.5,1.0
audio,11,joint,actor_03_statement_01,92,4,0.75,1.0
audio,11,joint,actor_03_statement_02,92,4,0.5,1.0
audio,11,joint,actor_04_statement_01,92,4,0.5,0.75
audio,11,joint,actor_04_statement_02,92,4,0.5,1.0
audio,11,joint,actor_05_statement_01,92,4,0.75,1.0
audio,11,joint,actor_05_statement_02,92,4,0.5,1.0
audio,11,joint,actor_06_statement_01,92,4,1.0,1.0
audio,11,joint,actor_06_statement_02,92,4,0.5,1.0
audio,11,joint,actor_07_statement_01,92,4,0.5,1.0
audio,11,joint,actor_07_statement_02,92,4,0.5,1.0
audio,11,joint,actor_08_statement_01,92,4,1.0,1.0
audio,11,joint,actor_08_statement_02,92,4,0.5,1.0
audio,11,joint,actor_09_statement_01,92,4,0.75,1.0
audio,11,joint,actor_09_statement_02,92,4,0.5,1.0
audio,11,joint,actor_10_statement_01,92,4,1.0,1.0
audio,11,joint,actor_10_statement_02,92,4,0.5,0.75
audio,11,joint,actor_11_statement_01,92,4,0.75,1.0
audio,11,joint,actor_11_statement_02,92,4,0.5,0.75
audio,11,joint,actor_12_statement_01,92,4,0.5,1.0
audio,11,joint,actor_12_statement_02,92,4,0.5,1.0
audio,11,joint,actor_13_statement_01,92,4,0.75,1.0
audio,11,joint,actor_13_statement_02,92,4,0.5,1.0
audio,11,joint,actor_14_statement_01,92,4,1.0,1.0
audio,11,joint,actor_14_statement_02,92,4,0.75,1.0
audio,11,joint,actor_15_statement_01,92,4,1.0,1.0
audio,11,joint,actor_15_statement_02,92,4,0.5,1.0
audio,11,joint,actor_16_statement_01,92,4,0.75,0.75
audio,11,joint,actor_16_statement_02,92,4,0.5,1.0
audio,11,joint,actor_17_statement_01,92,4,0.5,0.75
audio,11,joint,actor_17_statement_02,92,4,0.5,1.0
audio,11,joint,actor_18_statement_01,92,4,0.75,1.0
audio,11,joint,actor_18_statement_02,92,4,0.5,1.0
audio,11,joint,actor_19_statement_01,92,4,0.75,1.0
audio,11,joint,actor_19_statement_02,92,4,0.5,1.0
audio,11,joint,actor_20_statement_01,92,4,1.0,1.0
audio,11,joint,actor_20_statement_02,92,4,0.5,1.0
audio,11,joint,actor_21_statement_01,92,4,1.0,1.0
audio,11,joint,actor_21_statement_02,92,4,0.5,1.0
audio,11,joint,actor_22_statement_01,92,4,1.0,1.0
audio,11,joint,actor_22_statement_02,92,4,0.5,1.0
audio,11,joint,actor_23_statement_01,92,4,1.0,1.0
audio,11,joint,actor_23_statement_02,92,4,0.5,1.0
audio,11,joint,actor_24_statement_01,92,4,0.5,1.0
audio,11,joint,actor_24_statement_02,92,4,0.5,1.0
audio,12,speaker,actor_01_statement_None,184,8,0.75,1.0
audio,12,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_04_statement_None,184,8,0.625,0.8125
audio,12,speaker,actor_05_statement_None,184,8,0.875,1.0
audio,12,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_07_statement_None,184,8,0.875,1.0
audio,12,speaker,actor_08_statement_None,184,8,0.75,0.9375
audio,12,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,12,speaker,actor_10_statement_None,184,8,0.75,0.875
audio,12,speaker,actor_11_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_12_statement_None,184,8,0.75,0.9375
audio,12,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,12,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_15_statement_None,184,8,0.875,0.9375
audio,12,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,12,speaker,actor_17_statement_None,184,8,0.625,1.0
audio,12,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,12,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,12,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,12,speaker,actor_24_statement_None,184,8,0.625,1.0
audio,12,statement,actor_None_statement_01,96,96,0.6354166666666666,0.97265625
audio,12,statement,actor_None_statement_02,96,96,0.53125,0.9309895833333334
audio,12,joint,actor_01_statement_01,92,4,0.5,1.0
audio,12,joint,actor_01_statement_02,92,4,0.5,1.0
audio,12,joint,actor_02_statement_01,92,4,0.5,1.0
audio,12,joint,actor_02_statement_02,92,4,0.5,1.0
audio,12,joint,actor_03_statement_01,92,4,0.5,1.0
audio,12,joint,actor_03_statement_02,92,4,0.5,1.0
audio,12,joint,actor_04_statement_01,92,4,0.75,0.75
audio,12,joint,actor_04_statement_02,92,4,0.5,1.0
audio,12,joint,actor_05_statement_01,92,4,0.5,1.0
audio,12,joint,actor_05_statement_02,92,4,0.5,1.0
audio,12,joint,actor_06_statement_01,92,4,0.75,1.0
audio,12,joint,actor_06_statement_02,92,4,0.5,1.0
audio,12,joint,actor_07_statement_01,92,4,0.5,1.0
audio,12,joint,actor_07_statement_02,92,4,0.5,1.0
audio,12,joint,actor_08_statement_01,92,4,0.75,1.0
audio,12,joint,actor_08_statement_02,92,4,0.5,1.0
audio,12,joint,actor_09_statement_01,92,4,1.0,1.0
audio,12,joint,actor_09_statement_02,92,4,0.5,1.0
audio,12,joint,actor_10_statement_01,92,4,0.5,1.0
audio,12,joint,actor_10_statement_02,92,4,0.5,0.75
audio,12,joint,actor_11_statement_01,92,4,0.5,1.0
audio,12,joint,actor_11_statement_02,92,4,0.5,0.5
audio,12,joint,actor_12_statement_01,92,4,0.5,1.0
audio,12,joint,actor_12_statement_02,92,4,0.5,1.0
audio,12,joint,actor_13_statement_01,92,4,0.5,1.0
audio,12,joint,actor_13_statement_02,92,4,0.5,1.0
audio,12,joint,actor_14_statement_01,92,4,0.5,1.0
audio,12,joint,actor_14_statement_02,92,4,1.0,1.0
audio,12,joint,actor_15_statement_01,92,4,0.5,1.0
audio,12,joint,actor_15_statement_02,92,4,0.5,1.0
audio,12,joint,actor_16_statement_01,92,4,0.5,0.75
audio,12,joint,actor_16_statement_02,92,4,0.5,1.0
audio,12,joint,actor_17_statement_01,92,4,0.5,0.75
audio,12,joint,actor_17_statement_02,92,4,0.5,0.75
audio,12,joint,actor_18_statement_01,92,4,0.75,1.0
audio,12,joint,actor_18_statement_02,92,4,0.5,1.0
audio,12,joint,actor_19_statement_01,92,4,0.75,1.0
audio,12,joint,actor_19_statement_02,92,4,0.5,1.0
audio,12,joint,actor_20_statement_01,92,4,1.0,1.0
audio,12,joint,actor_20_statement_02,92,4,0.5,1.0
audio,12,joint,actor_21_statement_01,92,4,0.75,1.0
audio,12,joint,actor_21_statement_02,92,4,0.5,1.0
audio,12,joint,actor_22_statement_01,92,4,0.5,1.0
audio,12,joint,actor_22_statement_02,92,4,0.5,1.0
audio,12,joint,actor_23_statement_01,92,4,1.0,1.0
audio,12,joint,actor_23_statement_02,92,4,0.5,1.0
audio,12,joint,actor_24_statement_01,92,4,1.0,1.0
audio,12,joint,actor_24_statement_02,92,4,0.5,1.0
audio,13,speaker,actor_01_statement_None,184,8,0.75,0.9375
audio,13,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_04_statement_None,184,8,0.625,0.8125
audio,13,speaker,actor_05_statement_None,184,8,0.875,0.9375
audio,13,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_07_statement_None,184,8,0.875,1.0
audio,13,speaker,actor_08_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,13,speaker,actor_10_statement_None,184,8,0.75,0.9375
audio,13,speaker,actor_11_statement_None,184,8,0.875,0.9375
audio,13,speaker,actor_12_statement_None,184,8,0.875,0.9375
audio,13,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,13,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_15_statement_None,184,8,0.875,1.0
audio,13,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,13,speaker,actor_17_statement_None,184,8,0.625,0.875
audio,13,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,13,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,13,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,13,speaker,actor_24_statement_None,184,8,0.625,1.0
audio,13,statement,actor_None_statement_01,96,96,0.7708333333333334,0.9756944444444444
audio,13,statement,actor_None_statement_02,96,96,0.5104166666666666,0.9353298611111112
audio,13,joint,actor_01_statement_01,92,4,0.5,1.0
audio,13,joint,actor_01_statement_02,92,4,0.5,1.0
audio,13,joint,actor_02_statement_01,92,4,1.0,1.0
audio,13,joint,actor_02_statement_02,92,4,0.5,1.0
audio,13,joint,actor_03_statement_01,92,4,0.75,1.0
audio,13,joint,actor_03_statement_02,92,4,0.5,1.0
audio,13,joint,actor_04_statement_01,92,4,0.75,0.75
audio,13,joint,actor_04_statement_02,92,4,0.5,1.0
audio,13,joint,actor_05_statement_01,92,4,0.75,1.0
audio,13,joint,actor_05_statement_02,92,4,0.5,1.0
audio,13,joint,actor_06_statement_01,92,4,1.0,1.0
audio,13,joint,actor_06_statement_02,92,4,0.5,1.0
audio,13,joint,actor_07_statement_01,92,4,0.5,1.0
audio,13,joint,actor_07_statement_02,92,4,0.5,1.0
audio,13,joint,actor_08_statement_01,92,4,1.0,1.0
audio,13,joint,actor_08_statement_02,92,4,0.5,1.0
audio,13,joint,actor_09_statement_01,92,4,1.0,1.0
audio,13,joint,actor_09_statement_02,92,4,0.5,1.0
audio,13,joint,actor_10_statement_01,92,4,0.5,1.0
audio,13,joint,actor_10_statement_02,92,4,0.5,0.75
audio,13,joint,actor_11_statement_01,92,4,0.5,1.0
audio,13,joint,actor_11_statement_02,92,4,0.5,0.75
audio,13,joint,actor_12_statement_01,92,4,0.5,1.0
audio,13,joint,actor_12_statement_02,92,4,0.5,1.0
audio,13,joint,actor_13_statement_01,92,4,0.5,1.0
audio,13,joint,actor_13_statement_02,92,4,0.5,1.0
audio,13,joint,actor_14_statement_01,92,4,0.5,1.0
audio,13,joint,actor_14_statement_02,92,4,0.75,1.0
audio,13,joint,actor_15_statement_01,92,4,1.0,1.0
audio,13,joint,actor_15_statement_02,92,4,0.5,1.0
audio,13,joint,actor_16_statement_01,92,4,0.5,0.75
audio,13,joint,actor_16_statement_02,92,4,0.5,1.0
audio,13,joint,actor_17_statement_01,92,4,0.5,0.75
audio,13,joint,actor_17_statement_02,92,4,0.5,0.5
audio,13,joint,actor_18_statement_01,92,4,0.75,1.0
audio,13,joint,actor_18_statement_02,92,4,0.5,1.0
audio,13,joint,actor_19_statement_01,92,4,0.75,1.0
audio,13,joint,actor_19_statement_02,92,4,0.5,1.0
audio,13,joint,actor_20_statement_01,92,4,1.0,1.0
audio,13,joint,actor_20_statement_02,92,4,0.5,1.0
audio,13,joint,actor_21_statement_01,92,4,0.75,1.0
audio,13,joint,actor_21_statement_02,92,4,0.5,1.0
audio,13,joint,actor_22_statement_01,92,4,0.5,1.0
audio,13,joint,actor_22_statement_02,92,4,0.5,1.0
audio,13,joint,actor_23_statement_01,92,4,1.0,1.0
audio,13,joint,actor_23_statement_02,92,4,0.5,1.0
audio,13,joint,actor_24_statement_01,92,4,1.0,1.0
audio,13,joint,actor_24_statement_02,92,4,0.5,1.0
audio,14,speaker,actor_01_statement_None,184,8,0.75,0.9375
audio,14,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_04_statement_None,184,8,0.625,0.8125
audio,14,speaker,actor_05_statement_None,184,8,0.875,0.9375
audio,14,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_07_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_08_statement_None,184,8,0.875,0.9375
audio,14,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,14,speaker,actor_10_statement_None,184,8,0.75,0.8125
audio,14,speaker,actor_11_statement_None,184,8,0.875,1.0
audio,14,speaker,actor_12_statement_None,184,8,0.75,1.0
audio,14,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,14,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_15_statement_None,184,8,0.875,1.0
audio,14,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,14,speaker,actor_17_statement_None,184,8,0.625,0.875
audio,14,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,14,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_20_statement_None,184,8,0.875,1.0
audio,14,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,14,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,14,speaker,actor_24_statement_None,184,8,0.75,1.0
audio,14,statement,actor_None_statement_01,96,96,0.7604166666666666,0.9765625
audio,14,statement,actor_None_statement_02,96,96,0.5104166666666666,0.9270833333333334
audio,14,joint,actor_01_statement_01,92,4,0.5,1.0
audio,14,joint,actor_01_statement_02,92,4,0.5,1.0
audio,14,joint,actor_02_statement_01,92,4,0.75,1.0
audio,14,joint,actor_02_statement_02,92,4,0.5,1.0
audio,14,joint,actor_03_statement_01,92,4,0.75,1.0
audio,14,joint,actor_03_statement_02,92,4,0.5,1.0
audio,14,joint,actor_04_statement_01,92,4,0.75,0.75
audio,14,joint,actor_04_statement_02,92,4,0.5,1.0
audio,14,joint,actor_05_statement_01,92,4,1.0,1.0
audio,14,joint,actor_05_statement_02,92,4,0.5,1.0
audio,14,joint,actor_06_statement_01,92,4,1.0,1.0
audio,14,joint,actor_06_statement_02,92,4,0.5,1.0
audio,14,joint,actor_07_statement_01,92,4,0.5,1.0
audio,14,joint,actor_07_statement_02,92,4,0.5,1.0
audio,14,joint,actor_08_statement_01,92,4,1.0,1.0
audio,14,joint,actor_08_statement_02,92,4,0.5,1.0
audio,14,joint,actor_09_statement_01,92,4,1.0,1.0
audio,14,joint,actor_09_statement_02,92,4,0.5,1.0
audio,14,joint,actor_10_statement_01,92,4,0.5,1.0
audio,14,joint,actor_10_statement_02,92,4,0.5,0.75
audio,14,joint,actor_11_statement_01,92,4,0.5,1.0
audio,14,joint,actor_11_statement_02,92,4,0.5,0.5
audio,14,joint,actor_12_statement_01,92,4,0.5,1.0
audio,14,joint,actor_12_statement_02,92,4,0.5,1.0
audio,14,joint,actor_13_statement_01,92,4,0.75,1.0
audio,14,joint,actor_13_statement_02,92,4,0.5,1.0
audio,14,joint,actor_14_statement_01,92,4,0.5,1.0
audio,14,joint,actor_14_statement_02,92,4,0.75,1.0
audio,14,joint,actor_15_statement_01,92,4,0.75,1.0
audio,14,joint,actor_15_statement_02,92,4,0.5,1.0
audio,14,joint,actor_16_statement_01,92,4,0.5,1.0
audio,14,joint,actor_16_statement_02,92,4,0.5,1.0
audio,14,joint,actor_17_statement_01,92,4,0.5,0.75
audio,14,joint,actor_17_statement_02,92,4,0.5,0.75
audio,14,joint,actor_18_statement_01,92,4,0.75,1.0
audio,14,joint,actor_18_statement_02,92,4,0.5,1.0
audio,14,joint,actor_19_statement_01,92,4,0.75,1.0
audio,14,joint,actor_19_statement_02,92,4,0.5,1.0
audio,14,joint,actor_20_statement_01,92,4,1.0,1.0
audio,14,joint,actor_20_statement_02,92,4,0.5,1.0
audio,14,joint,actor_21_statement_01,92,4,0.75,1.0
audio,14,joint,actor_21_statement_02,92,4,0.5,1.0
audio,14,joint,actor_22_statement_01,92,4,0.5,1.0
audio,14,joint,actor_22_statement_02,92,4,0.5,1.0
audio,14,joint,actor_23_statement_01,92,4,1.0,1.0
audio,14,joint,actor_23_statement_02,92,4,0.5,1.0
audio,14,joint,actor_24_statement_01,92,4,1.0,1.0
audio,14,joint,actor_24_statement_02,92,4,0.5,1.0
audio,15,speaker,actor_01_statement_None,184,8,0.75,1.0
audio,15,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_04_statement_None,184,8,0.625,0.8125
audio,15,speaker,actor_05_statement_None,184,8,0.875,0.9375
audio,15,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_07_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_08_statement_None,184,8,0.75,1.0
audio,15,speaker,actor_09_statement_None,184,8,0.625,1.0
audio,15,speaker,actor_10_statement_None,184,8,0.75,0.9375
audio,15,speaker,actor_11_statement_None,184,8,0.75,1.0
audio,15,speaker,actor_12_statement_None,184,8,0.75,1.0
audio,15,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,15,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_15_statement_None,184,8,0.875,1.0
audio,15,speaker,actor_16_statement_None,184,8,0.875,1.0
audio,15,speaker,actor_17_statement_None,184,8,0.625,0.875
audio,15,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,15,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_22_statement_None,184,8,0.875,1.0
audio,15,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,15,speaker,actor_24_statement_None,184,8,0.75,1.0
audio,15,statement,actor_None_statement_01,96,96,0.8020833333333334,0.9665798611111112
audio,15,statement,actor_None_statement_02,96,96,0.5,0.9231770833333334
audio,15,joint,actor_01_statement_01,92,4,0.75,1.0
audio,15,joint,actor_01_statement_02,92,4,0.5,1.0
audio,15,joint,actor_02_statement_01,92,4,0.75,1.0
audio,15,joint,actor_02_statement_02,92,4,0.5,1.0
audio,15,joint,actor_03_statement_01,92,4,0.75,1.0
audio,15,joint,actor_03_statement_02,92,4,0.5,1.0
audio,15,joint,actor_04_statement_01,92,4,0.75,0.75
audio,15,joint,actor_04_statement_02,92,4,0.5,1.0
audio,15,joint,actor_05_statement_01,92,4,1.0,1.0
audio,15,joint,actor_05_statement_02,92,4,0.5,1.0
audio,15,joint,actor_06_statement_01,92,4,1.0,1.0
audio,15,joint,actor_06_statement_02,92,4,0.5,1.0
audio,15,joint,actor_07_statement_01,92,4,0.5,1.0
audio,15,joint,actor_07_statement_02,92,4,0.5,1.0
audio,15,joint,actor_08_statement_01,92,4,0.75,1.0
audio,15,joint,actor_08_statement_02,92,4,0.5,1.0
audio,15,joint,actor_09_statement_01,92,4,1.0,1.0
audio,15,joint,actor_09_statement_02,92,4,0.5,1.0
audio,15,joint,actor_10_statement_01,92,4,0.5,1.0
audio,15,joint,actor_10_statement_02,92,4,0.5,0.5
audio,15,joint,actor_11_statement_01,92,4,0.5,1.0
audio,15,joint,actor_11_statement_02,92,4,0.5,0.5
audio,15,joint,actor_12_statement_01,92,4,0.5,1.0
audio,15,joint,actor_12_statement_02,92,4,0.5,1.0
audio,15,joint,actor_13_statement_01,92,4,0.75,1.0
audio,15,joint,actor_13_statement_02,92,4,0.5,1.0
audio,15,joint,actor_14_statement_01,92,4,0.5,1.0
audio,15,joint,actor_14_statement_02,92,4,0.5,1.0
audio,15,joint,actor_15_statement_01,92,4,0.75,1.0
audio,15,joint,actor_15_statement_02,92,4,0.5,1.0
audio,15,joint,actor_16_statement_01,92,4,0.5,0.75
audio,15,joint,actor_16_statement_02,92,4,0.5,1.0
audio,15,joint,actor_17_statement_01,92,4,0.5,0.75
audio,15,joint,actor_17_statement_02,92,4,0.5,1.0
audio,15,joint,actor_18_statement_01,92,4,0.75,1.0
audio,15,joint,actor_18_statement_02,92,4,0.5,1.0
audio,15,joint,actor_19_statement_01,92,4,0.75,1.0
audio,15,joint,actor_19_statement_02,92,4,0.5,1.0
audio,15,joint,actor_20_statement_01,92,4,1.0,1.0
audio,15,joint,actor_20_statement_02,92,4,0.5,1.0
audio,15,joint,actor_21_statement_01,92,4,0.5,1.0
audio,15,joint,actor_21_statement_02,92,4,0.5,1.0
audio,15,joint,actor_22_statement_01,92,4,0.75,1.0
audio,15,joint,actor_22_statement_02,92,4,0.5,1.0
audio,15,joint,actor_23_statement_01,92,4,1.0,1.0
audio,15,joint,actor_23_statement_02,92,4,0.5,1.0
audio,15,joint,actor_24_statement_01,92,4,1.0,1.0
audio,15,joint,actor_24_statement_02,92,4,0.5,1.0
audio,16,speaker,actor_01_statement_None,184,8,0.75,1.0
audio,16,speaker,actor_02_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_03_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_04_statement_None,184,8,0.5,0.8125
audio,16,speaker,actor_05_statement_None,184,8,0.875,1.0
audio,16,speaker,actor_06_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_07_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_08_statement_None,184,8,0.75,1.0
audio,16,speaker,actor_09_statement_None,184,8,0.5,1.0
audio,16,speaker,actor_10_statement_None,184,8,0.75,0.875
audio,16,speaker,actor_11_statement_None,184,8,0.75,1.0
audio,16,speaker,actor_12_statement_None,184,8,0.875,1.0
audio,16,speaker,actor_13_statement_None,184,8,0.875,1.0
audio,16,speaker,actor_14_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_15_statement_None,184,8,0.875,1.0
audio,16,speaker,actor_16_statement_None,184,8,0.875,0.875
audio,16,speaker,actor_17_statement_None,184,8,0.625,0.875
audio,16,speaker,actor_18_statement_None,184,8,0.875,1.0
audio,16,speaker,actor_19_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_20_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_21_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_22_statement_None,184,8,0.75,1.0
audio,16,speaker,actor_23_statement_None,184,8,1.0,1.0
audio,16,speaker,actor_24_statement_None,184,8,0.75,1.0
audio,16,statement,actor_None_statement_01,96,96,0.8333333333333334,0.9700520833333334
audio,16,statement,actor_None_statement_02,96,96,0.5,0.9331597222222222
audio,16,joint,actor_01_statement_01,92,4,0.75,1.0
audio,16,joint,actor_01_statement_02,92,4,0.5,1.0
audio,16,joint,actor_02_statement_01,92,4,1.0,1.0
audio,16,joint,actor_02_statement_02,92,4,0.5,1.0
audio,16,joint,actor_03_statement_01,92,4,0.75,1.0
audio,16,joint,actor_03_statement_02,92,4,0.5,1.0
audio,16,joint,actor_04_statement_01,92,4,0.5,0.75
audio,16,joint,actor_04_statement_02,92,4,0.5,1.0
audio,16,joint,actor_05_statement_01,92,4,1.0,1.0
audio,16,joint,actor_05_statement_02,92,4,0.5,1.0
audio,16,joint,actor_06_statement_01,92,4,1.0,1.0
audio,16,joint,actor_06_statement_02,92,4,0.5,1.0
audio,16,joint,actor_07_statement_01,92,4,0.5,1.0
audio,16,joint,actor_07_statement_02,92,4,0.5,1.0
audio,16,joint,actor_08_statement_01,92,4,0.75,1.0
audio,16,joint,actor_08_statement_02,92,4,0.5,1.0
audio,16,joint,actor_09_statement_01,92,4,1.0,1.0
audio,16,joint,actor_09_statement_02,92,4,0.5,1.0
audio,16,joint,actor_10_statement_01,92,4,0.75,1.0
audio,16,joint,actor_10_statement_02,92,4,0.5,0.5
audio,16,joint,actor_11_statement_01,92,4,0.75,0.75
audio,16,joint,actor_11_statement_02,92,4,0.5,0.5
audio,16,joint,actor_12_statement_01,92,4,0.5,1.0
audio,16,joint,actor_12_statement_02,92,4,0.5,1.0
audio,16,joint,actor_13_statement_01,92,4,0.75,1.0
audio,16,joint,actor_13_statement_02,92,4,0.5,1.0
audio,16,joint,actor_14_statement_01,92,4,0.75,1.0
audio,16,joint,actor_14_statement_02,92,4,0.5,1.0
audio,16,joint,actor_15_statement_01,92,4,1.0,1.0
audio,16,joint,actor_15_statement_02,92,4,0.5,1.0
audio,16,joint,actor_16_statement_01,92,4,0.5,0.75
audio,16,joint,actor_16_statement_02,92,4,0.5,1.0
audio,16,joint,actor_17_statement_01,92,4,0.5,0.75
audio,16,joint,actor_17_statement_02,92,4,0.5,1.0
audio,16,joint,actor_18_statement_01,92,4,0.75,1.0
audio,16,joint,actor_18_statement_02,92,4,0.5,1.0
audio,16,joint,actor_19_statement_01,92,4,0.75,1.0
audio,16,joint,actor_19_statement_02,92,4,0.5,1.0
audio,16,joint,actor_20_statement_01,92,4,1.0,1.0
audio,16,joint,actor_20_statement_02,92,4,0.5,1.0
