sample_id,pair_id,path,actor,statement,repetition,intensity,emotion
1013_ITH_XX_happy,1013_ITH_XX,AudioWAV/1013_ITH_HAP_XX.wav,1013,ITH,01,XX,happy
1013_ITH_XX_sad,1013_ITH_XX,AudioWAV/1013_ITH_SAD_XX.wav,1013,ITH,01,XX,sad
1013_ITS_XX_happy,1013_ITS_XX,AudioWAV/1013_ITS_HAP_XX.wav,1013,ITS,01,XX,happy
1013_ITS_XX_sad,1013_ITS_XX,AudioWAV/1013_ITS_SAD_XX.wav,1013,ITS,01,XX,sad
1013_IWL_XX_happy,1013_IWL_XX,AudioWAV/1013_IWL_HAP_XX.wav,1013,IWL,01,XX,happy
1013_IWL_XX_sad,1013_IWL_XX,AudioWAV/1013_IWL_SAD_XX.wav,1013,IWL,01,XX,sad
1013_IWW_XX_happy,1013_IWW_XX,AudioWAV/1013_IWW_HAP_XX.wav,1013,IWW,01,XX,happy
1013_IWW_XX_sad,1013_IWW_XX,AudioWAV/1013_IWW_SAD_XX.wav,1013,IWW,01,XX,sad
1013_MTI_XX_happy,1013_MTI_XX,AudioWAV/1013_MTI_HAP_XX.wav,1013,MTI,01,XX,happy
1013_MTI_XX_sad,1013_MTI_XX,AudioWAV/1013_MTI_SAD_XX.wav,1013,MTI,01,XX,sad
1013_TAI_XX_happy,1013_TAI_XX,AudioWAV/1013_TAI_HAP_XX.wav,1013,TAI,01,XX,happy
1013_TAI_XX_sad,1013_TAI_XX,AudioWAV/1013_TAI_SAD_XX.wav,1013,TAI,01,XX,sad
1013_TIE_XX_happy,1013_TIE_XX,AudioWAV/1013_TIE_HAP_XX.wav,1013,TIE,01,XX,happy
1013_TIE_XX_sad,1013_TIE_XX,AudioWAV/1013_TIE_SAD_XX.wav,1013,TIE,01,XX,sad
1013_TSI_XX_happy,1013_TSI_XX,AudioWAV/1013_TSI_HAP_XX.wav,1013,TSI,01,XX,happy
1013_TSI_XX_sad,1013_TSI_XX,AudioWAV/1013_TSI_SAD_XX.wav,1013,TSI,01,XX,sad
1013_WSI_XX_happy,1013_WSI_XX,AudioWAV/1013_WSI_HAP_XX.wav,1013,WSI,01,XX,happy
1013_WSI_XX_sad,1013_WSI_XX,AudioWAV/1013_WSI_SAD_XX.wav,1013,WSI,01,XX,sad
1014_DFA_XX_happy,1014_DFA_XX,AudioWAV/1014_DFA_HAP_XX.wav,1014,DFA,01,XX,happy
1014_DFA_XX_sad,1014_DFA_XX,AudioWAV/1014_DFA_SAD_XX.wav,1014,DFA,01,XX,sad
1014_IOM_XX_happy,1014_IOM_XX,AudioWAV/1014_IOM_HAP_XX.wav,1014,IOM,01,XX,happy
1014_IOM_XX_sad,1014_IOM_XX,AudioWAV/1014_IOM_SAD_XX.wav,1014,IOM,01,XX,sad
1014_ITH_XX_happy,1014_ITH_XX,AudioWAV/1014_ITH_HAP_XX.wav,1014,ITH,01,XX,happy
1014_ITH_XX_sad,1014_ITH_XX,AudioWAV/1014_ITH_SAD_XX.wav,1014,ITH,01,XX,sad
1014_ITS_XX_happy,1014_ITS_XX,AudioWAV/1014_ITS_HAP_XX.wav,1014,ITS,01,XX,happy
1014_ITS_XX_sad,1014_ITS_XX,AudioWAV/1014_ITS_SAD_XX.wav,1014,ITS,01,XX,sad
1014_IWL_XX_happy,1014_IWL_XX,AudioWAV/1014_IWL_HAP_XX.wav,1014,IWL,01,XX,happy
1014_IWL_XX_sad,1014_IWL_XX,AudioWAV/1014_IWL_SAD_XX.wav,1014,IWL,01,XX,sad
1014_IWW_XX_happy,1014_IWW_XX,AudioWAV/1014_IWW_HAP_XX.wav,1014,IWW,01,XX,happy
1014_IWW_XX_sad,1014_IWW_XX,AudioWAV/1014_IWW_SAD_XX.wav,1014,IWW,01,XX,sad
1014_MTI_XX_happy,1014_MTI_XX,AudioWAV/1014_MTI_HAP_XX.wav,1014,MTI,01,XX,happy
1014_MTI_XX_sad,1014_MTI_XX,AudioWAV/1014_MTI_SAD_XX.wav,1014,MTI,01,XX,sad
1014_TAI_XX_happy,1014_TAI_XX,AudioWAV/1014_TAI_HAP_XX.wav,1014,TAI,01,XX,happy
1014_TAI_XX_sad,1014_TAI_XX,AudioWAV/1014_TAI_SAD_XX.wav,1014,TAI,01,XX,sad
1014_TIE_XX_happy,1014_TIE_XX,AudioWAV/1014_TIE_HAP_XX.wav,1014,TIE,01,XX,happy
1014_TIE_XX_sad,1014_TIE_XX,AudioWAV/1014_TIE_SAD_XX.wav,1014,TIE,01,XX,sad
1014_TSI_XX_happy,1014_TSI_XX,AudioWAV/1014_TSI_HAP_XX.wav,1014,TSI,01,XX,happy
1014_TSI_XX_sad,1014_TSI_XX,AudioWAV/1014_TSI_SAD_XX.wav,1014,TSI,01,XX,sad
1014_WSI_XX_happy,1014_WSI_XX,AudioWAV/1014_WSI_HAP_XX.wav,1014,WSI,01,XX,happy
1014_WSI_XX_sad,1014_WSI_XX,AudioWAV/1014_WSI_SAD_XX.wav,1014,WSI,01,XX,sad
1015_DFA_XX_happy,1015_DFA_XX,AudioWAV/1015_DFA_HAP_XX.wav,1015,DFA,01,XX,happy
1015_DFA_XX_sad,1015_DFA_XX,AudioWAV/1015_DFA_SAD_XX.wav,1015,DFA,01,XX,sad
1015_IOM_XX_happy,1015_IOM_XX,AudioWAV/1015_IOM_HAP_XX.wav,1015,IOM,01,XX,happy
1015_IOM_XX_sad,1015_IOM_XX,AudioWAV/1015_IOM_SAD_XX.wav,1015,IOM,01,XX,sad
1015_ITH_XX_happy,1015_ITH_XX,AudioWAV/1015_ITH_HAP_XX.wav,1015,ITH,01,XX,happy
1015_ITH_XX_sad,1015_ITH_XX,AudioWAV/1015_ITH_SAD_XX.wav,1015,ITH,01,XX,sad
1015_ITS_XX_happy,1015_ITS_XX,AudioWAV/1015_ITS_HAP_XX.wav,1015,ITS,01,XX,happy
1015_ITS_XX_sad,1015_ITS_XX,AudioWAV/1015_ITS_SAD_XX.wav,1015,ITS,01,XX,sad
1015_IWL_XX_happy,1015_IWL_XX,AudioWAV/1015_IWL_HAP_XX.wav,1015,IWL,01,XX,happy
1015_IWL_XX_sad,1015_IWL_XX,AudioWAV/1015_IWL_SAD_XX.wav,1015,IWL,01,XX,sad
1015_IWW_XX_happy,1015_IWW_XX,AudioWAV/1015_IWW_HAP_XX.wav,1015,IWW,01,XX,happy
1015_IWW_XX_sad,1015_IWW_XX,AudioWAV/1015_IWW_SAD_XX.wav,1015,IWW,01,XX,sad
1015_MTI_XX_happy,1015_MTI_XX,AudioWAV/1015_MTI_HAP_XX.wav,1015,MTI,01,XX,happy
1015_MTI_XX_sad,1015_MTI_XX,AudioWAV/1015_MTI_SAD_XX.wav,1015,MTI,01,XX,sad
1015_TAI_XX_happy,1015_TAI_XX,AudioWAV/1015_TAI_HAP_XX.wav,1015,TAI,01,XX,happy
1015_TAI_XX_sad,1015_TAI_XX,AudioWAV/1015_TAI_SAD_XX.wav,1015,TAI,01,XX,sad
1015_TIE_XX_happy,1015_TIE_XX,AudioWAV/1015_TIE_HAP_XX.wav,1015,TIE,01,XX,happy
1015_TIE_XX_sad,1015_TIE_XX,AudioWAV/1015_TIE_SAD_XX.wav,1015,TIE,01,XX,sad
1015_TSI_XX_happy,1015_TSI_XX,AudioWAV/1015_TSI_HAP_XX.wav,1015,TSI,01,XX,happy
1015_TSI_XX_sad,1015_TSI_XX,AudioWAV/1015_TSI_SAD_XX.wav,1015,TSI,01,XX,sad
1015_WSI_XX_happy,1015_WSI_XX,AudioWAV/1015_WSI_HAP_XX.wav,1015,WSI,01,XX,happy
1015_WSI_XX_sad,1015_WSI_XX,AudioWAV/1015_WSI_SAD_XX.wav,1015,WSI,01,XX,sad
1016_DFA_XX_happy,1016_DFA_XX,AudioWAV/1016_DFA_HAP_XX.wav,1016,DFA,01,XX,happy
1016_DFA_XX_sad,1016_DFA_XX,AudioWAV/1016_DFA_SAD_XX.wav,1016,DFA,01,XX,sad
1016_IOM_XX_happy,1016_IOM_XX,AudioWAV/1016_IOM_HAP_XX.wav,1016,IOM,01,XX,happy
1016_IOM_XX_sad,1016_IOM_XX,AudioWAV/1016_IOM_SAD_XX.wav,1016,IOM,01,XX,sad
1016_ITH_XX_happy,1016_ITH_XX,AudioWAV/1016_ITH_HAP_XX.wav,1016,ITH,01,XX,happy
1016_ITH_XX_sad,1016_ITH_XX,AudioWAV/1016_ITH_SAD_XX.wav,1016,ITH,01,XX,sad
1016_ITS_XX_happy,1016_ITS_XX,AudioWAV/1016_ITS_HAP_XX.wav,1016,ITS,01,XX,happy
1016_ITS_XX_sad,1016_ITS_XX,AudioWAV/1016_ITS_SAD_XX.wav,1016,ITS,01,XX,sad
1016_IWL_XX_happy,1016_IWL_XX,AudioWAV/1016_IWL_HAP_XX.wav,1016,IWL,01,XX,happy
1016_IWL_XX_sad,1016_IWL_XX,AudioWAV/1016_IWL_SAD_XX.wav,1016,IWL,01,XX,sad
1016_IWW_XX_happy,1016_IWW_XX,AudioWAV/1016_IWW_HAP_XX.wav,1016,IWW,01,XX,happy
1016_IWW_XX_sad,1016_IWW_XX,AudioWAV/1016_IWW_SAD_XX.wav,1016,IWW,01,XX,sad
1016_MTI_XX_happy,1016_MTI_XX,AudioWAV/1016_MTI_HAP_XX.wav,1016,MTI,01,XX,happy
1016_MTI_XX_sad,1016_MTI_XX,AudioWAV/1016_MTI_SAD_XX.wav,1016,MTI,01,XX,sad
1016_TAI_XX_happy,1016_TAI_XX,AudioWAV/1016_TAI_HAP_XX.wav,1016,TAI,01,XX,happy
1016_TAI_XX_sad,1016_TAI_XX,AudioWAV/1016_TAI_SAD_XX.wav,1016,TAI,01,XX,sad
1016_TIE_XX_happy,1016_TIE_XX,AudioWAV/1016_TIE_HAP_XX.wav,1016,TIE,01,XX,happy
1016_TIE_XX_sad,1016_TIE_XX,AudioWAV/1016_TIE_SAD_XX.wav,1016,TIE,01,XX,sad
1016_TSI_XX_happy,1016_TSI_XX,AudioWAV/1016_TSI_HAP_XX.wav,1016,TSI,01,XX,happy
1016_TSI_XX_sad,1016_TSI_XX,AudioWAV/1016_TSI_SAD_XX.wav,1016,TSI,01,XX,sad
1016_WSI_XX_happy,1016_WSI_XX,AudioWAV/1016_WSI_HAP_XX.wav,1016,WSI,01,XX,happy
1016_WSI_XX_sad,1016_WSI_XX,AudioWAV/1016_WSI_SAD_XX.wav,1016,WSI,01,XX,sad
1017_DFA_XX_happy,1017_DFA_XX,AudioWAV/1017_DFA_HAP_XX.wav,1017,DFA,01,XX,happy
1017_DFA_XX_sad,1017_DFA_XX,AudioWAV/1017_DFA_SAD_XX.wav,1017,DFA,01,XX,sad
1017_IOM_XX_happy,1017_IOM_XX,AudioWAV/1017_IOM_HAP_XX.wav,1017,IOM,01,XX,happy
1017_IOM_XX_sad,1017_IOM_XX,AudioWAV/1017_IOM_SAD_XX.wav,1017,IOM,01,XX,sad
1017_ITH_XX_happy,1017_ITH_XX,AudioWAV/1017_ITH_HAP_XX.wav,1017,ITH,01,XX,happy
1017_ITH_XX_sad,1017_ITH_XX,AudioWAV/1017_ITH_SAD_XX.wav,1017,ITH,01,XX,sad
1017_ITS_XX_happy,1017_ITS_XX,AudioWAV/1017_ITS_HAP_XX.wav,1017,ITS,01,XX,happy
1017_ITS_XX_sad,1017_ITS_XX,AudioWAV/1017_ITS_SAD_XX.wav,1017,ITS,01,XX,sad
1017_IWL_XX_happy,1017_IWL_XX,AudioWAV/1017_IWL_HAP_XX.wav,1017,IWL,01,XX,happy
1017_IWL_XX_sad,1017_IWL_XX,AudioWAV/1017_IWL_SAD_XX.wav,1017,IWL,01,XX,sad
1017_IWW_XX_happy,1017_IWW_XX,AudioWAV/1017_IWW_HAP_XX.wav,1017,IWW,01,XX,happy
1017_IWW_XX_sad,1017_IWW_XX,AudioWAV/1017_IWW_SAD_XX.wav,1017,IWW,01,XX,sad
1017_MTI_XX_happy,1017_MTI_XX,AudioWAV/1017_MTI_HAP_XX.wav,1017,MTI,01,XX,happy
1017_MTI_XX_sad,1017_MTI_XX,AudioWAV/1017_MTI_SAD_XX.wav,1017,MTI,01,XX,sad
1017_TAI_XX_happy,1017_TAI_XX,AudioWAV/1017_TAI_HAP_XX.wav,1017,TAI,01,XX,happy
1017_TAI_XX_sad,1017_TAI_XX,AudioWAV/1017_TAI_SAD_XX.wav,1017,TAI,01,XX,sad
1017_TIE_XX_happy,1017_TIE_XX,AudioWAV/1017_TIE_HAP_XX.wav,1017,TIE,01,XX,happy
1017_TIE_XX_sad,1017_TIE_XX,AudioWAV/1017_TIE_SAD_XX.wav,1017,TIE,01,XX,sad
1017_TSI_XX_happy,1017_TSI_XX,AudioWAV/1017_TSI_HAP_XX.wav,1017,TSI,01,XX,happy
1017_TSI_XX_sad,1017_TSI_XX,AudioWAV/1017_TSI_SAD_XX.wav,1017,TSI,01,XX,sad
1017_WSI_XX_happy,1017_WSI_XX,AudioWAV/1017_WSI_HAP_XX.wav,1017,WSI,01,XX,happy
1017_WSI_XX_sad,1017_WSI_XX,AudioWAV/1017_WSI_SAD_XX.wav,1017,WSI,01,XX,sad
1018_DFA_XX_happy,1018_DFA_XX,AudioWAV/1018_DFA_HAP_XX.wav,1018,DFA,01,XX,happy
1018_DFA_XX_sad,1018_DFA_XX,AudioWAV/1018_DFA_SAD_XX.wav,1018,DFA,01,XX,sad
1018_IOM_XX_happy,1018_IOM_XX,AudioWAV/1018_IOM_HAP_XX.wav,1018,IOM,01,XX,happy
1018_IOM_XX_sad,1018_IOM_XX,AudioWAV/1018_IOM_SAD_XX.wav,1018,IOM,01,XX,sad
1018_ITH_XX_happy,1018_ITH_XX,AudioWAV/1018_ITH_HAP_XX.wav,1018,ITH,01,XX,happy
1018_ITH_XX_sad,1018_ITH_XX,AudioWAV/1018_ITH_SAD_XX.wav,1018,ITH,01,XX,sad
1018_ITS_XX_happy,1018_ITS_XX,AudioWAV/1018_ITS_HAP_XX.wav,1018,ITS,01,XX,happy
1018_ITS_XX_sad,1018_ITS_XX,AudioWAV/1018_ITS_SAD_XX.wav,1018,ITS,01,XX,sad
1018_IWL_XX_happy,1018_IWL_XX,AudioWAV/1018_IWL_HAP_XX.wav,1018,IWL,01,XX,happy
1018_IWL_XX_sad,1018_IWL_XX,AudioWAV/1018_IWL_SAD_XX.wav,1018,IWL,01,XX,sad
1018_IWW_XX_happy,1018_IWW_XX,AudioWAV/1018_IWW_HAP_XX.wav,1018,IWW,01,XX,happy
1018_IWW_XX_sad,1018_IWW_XX,AudioWAV/1018_IWW_SAD_XX.wav,1018,IWW,01,XX,sad
1018_MTI_XX_happy,1018_MTI_XX,AudioWAV/1018_MTI_HAP_XX.wav,1018,MTI,01,XX,happy
1018_MTI_XX_sad,1018_MTI_XX,AudioWAV/1018_MTI_SAD_XX.wav,1018,MTI,01,XX,sad
1018_TAI_XX_happy,1018_TAI_XX,AudioWAV/1018_TAI_HAP_XX.wav,1018,TAI,01,XX,happy
1018_TAI_XX_sad,1018_TAI_XX,AudioWAV/1018_TAI_SAD_XX.wav,1018,TAI,01,XX,sad
1018_TIE_XX_happy,1018_TIE_XX,AudioWAV/1018_TIE_HAP_XX.wav,1018,TIE,01,XX,happy
1018_TIE_XX_sad,1018_TIE_XX,AudioWAV/1018_TIE_SAD_XX.wav,1018,TIE,01,XX,sad
1018_TSI_XX_happy,1018_TSI_XX,AudioWAV/1018_TSI_HAP_XX.wav,1018,TSI,01,XX,happy
1018_TSI_XX_sad,1018_TSI_XX,AudioWAV/1018_TSI_SAD_XX.wav,1018,TSI,01,XX,sad
1018_WSI_XX_happy,1018_WSI_XX,AudioWAV/1018_WSI_HAP_XX.wav,1018,WSI,01,XX,happy
1018_WSI_XX_sad,1018_WSI_XX,AudioWAV/1018_WSI_SAD_XX.wav,1018,WSI,01,XX,sad
1020_DFA_XX_happy,1020_DFA_XX,AudioWAV/1020_DFA_HAP_XX.wav,1020,DFA,01,XX,happy
1020_DFA_XX_sad,1020_DFA_XX,AudioWAV/1020_DFA_SAD_XX.wav,1020,DFA,01,XX,sad
1020_IOM_XX_happy,1020_IOM_XX,AudioWAV/1020_IOM_HAP_XX.wav,1020,IOM,01,XX,happy
1020_IOM_XX_sad,1020_IOM_XX,AudioWAV/1020_IOM_SAD_XX.wav,1020,IOM,01,XX,sad
1020_ITH_XX_happy,1020_ITH_XX,AudioWAV/1020_ITH_HAP_XX.wav,1020,ITH,01,XX,happy
1020_ITH_XX_sad,1020_ITH_XX,AudioWAV/1020_ITH_SAD_XX.wav,1020,ITH,01,XX,sad
1020_ITS_XX_happy,1020_ITS_XX,AudioWAV/1020_ITS_HAP_XX.wav,1020,ITS,01,XX,happy
1020_ITS_XX_sad,1020_ITS_XX,AudioWAV/1020_ITS_SAD_XX.wav,1020,ITS,01,XX,sad
1020_IWL_XX_happy,1020_IWL_XX,AudioWAV/1020_IWL_HAP_XX.wav,1020,IWL,01,XX,happy
1020_IWL_XX_sad,1020_IWL_XX,AudioWAV/1020_IWL_SAD_XX.wav,1020,IWL,01,XX,sad
1020_IWW_XX_happy,1020_IWW_XX,AudioWAV/1020_IWW_HAP_XX.wav,1020,IWW,01,XX,happy
1020_IWW_XX_sad,1020_IWW_XX,AudioWAV/1020_IWW_SAD_XX.wav,1020,IWW,01,XX,sad
1020_MTI_XX_happy,1020_MTI_XX,AudioWAV/1020_MTI_HAP_XX.wav,1020,MTI,01,XX,happy
1020_MTI_XX_sad,1020_MTI_XX,AudioWAV/1020_MTI_SAD_XX.wav,1020,MTI,01,XX,sad
1020_TAI_XX_happy,1020_TAI_XX,AudioWAV/1020_TAI_HAP_XX.wav,1020,TAI,01,XX,happy
1020_TAI_XX_sad,1020_TAI_XX,AudioWAV/1020_TAI_SAD_XX.wav,1020,TAI,01,XX,sad
1020_TIE_XX_happy,1020_TIE_XX,AudioWAV/1020_TIE_HAP_XX.wav,1020,TIE,01,XX,happy
1020_TIE_XX_sad,1020_TIE_XX,AudioWAV/1020_TIE_SAD_XX.wav,1020,TIE,01,XX,sad
1020_TSI_XX_happy,1020_TSI_XX,AudioWAV/1020_TSI_HAP_XX.wav,1020,TSI,01,XX,happy
1020_TSI_XX_sad,1020_TSI_XX,AudioWAV/1020_TSI_SAD_XX.wav,1020,TSI,01,XX,sad
1020_WSI_XX_happy,1020_WSI_XX,AudioWAV/1020_WSI_HAP_XX.wav,1020,WSI,01,XX,happy
1020_WSI_XX_sad,1020_WSI_XX,AudioWAV/1020_WSI_SAD_XX.wav,1020,WSI,01,XX,sad
1021_DFA_XX_happy,1021_DFA_XX,AudioWAV/1021_DFA_HAP_XX.wav,1021,DFA,01,XX,happy
1021_DFA_XX_sad,1021_DFA_XX,AudioWAV/1021_DFA_SAD_XX.wav,1021,DFA,01,XX,sad
1021_IOM_XX_happy,1021_IOM_XX,AudioWAV/1021_IOM_HAP_XX.wav,1021,IOM,01,XX,happy
1021_IOM_XX_sad,1021_IOM_XX,AudioWAV/1021_IOM_SAD_XX.wav,1021,IOM,01,XX,sad
1021_ITH_XX_happy,1021_ITH_XX,AudioWAV/1021_ITH_HAP_XX.wav,1021,ITH,01,XX,happy
1021_ITH_XX_sad,1021_ITH_XX,AudioWAV/1021_ITH_SAD_XX.wav,1021,ITH,01,XX,sad
1021_ITS_XX_happy,1021_ITS_XX,AudioWAV/1021_ITS_HAP_XX.wav,1021,ITS,01,XX,happy
1021_ITS_XX_sad,1021_ITS_XX,AudioWAV/1021_ITS_SAD_XX.wav,1021,ITS,01,XX,sad
1021_IWL_XX_happy,1021_IWL_XX,AudioWAV/1021_IWL_HAP_XX.wav,1021,IWL,01,XX,happy
1021_IWL_XX_sad,1021_IWL_XX,AudioWAV/1021_IWL_SAD_XX.wav,1021,IWL,01,XX,sad
1021_IWW_XX_happy,1021_IWW_XX,AudioWAV/1021_IWW_HAP_XX.wav,1021,IWW,01,XX,happy
1021_IWW_XX_sad,1021_IWW_XX,AudioWAV/1021_IWW_SAD_XX.wav,1021,IWW,01,XX,sad
1021_MTI_XX_happy,1021_MTI_XX,AudioWAV/1021_MTI_HAP_XX.wav,1021,MTI,01,XX,happy
1021_MTI_XX_sad,1021_MTI_XX,AudioWAV/1021_MTI_SAD_XX.wav,1021,MTI,01,XX,sad
1021_TAI_XX_happy,1021_TAI_XX,AudioWAV/1021_TAI_HAP_XX.wav,1021,TAI,01,XX,happy
1021_TAI_XX_sad,1021_TAI_XX,AudioWAV/1021_TAI_SAD_XX.wav,1021,TAI,01,XX,sad
1021_TIE_XX_happy,1021_TIE_XX,AudioWAV/1021_TIE_HAP_XX.wav,1021,TIE,01,XX,happy
1021_TIE_XX_sad,1021_TIE_XX,AudioWAV/1021_TIE_SAD_XX.wav,1021,TIE,01,XX,sad
1021_TSI_XX_happy,1021_TSI_XX,AudioWAV/1021_TSI_HAP_XX.wav,1021,TSI,01,XX,happy
1021_TSI_XX_sad,1021_TSI_XX,AudioWAV/1021_TSI_SAD_XX.wav,1021,TSI,01,XX,sad
1021_WSI_XX_happy,1021_WSI_XX,AudioWAV/1021_WSI_HAP_XX.wav,1021,WSI,01,XX,happy
1021_WSI_XX_sad,1021_WSI_XX,AudioWAV/1021_WSI_SAD_XX.wav,1021,WSI,01,XX,sad
1022_DFA_XX_happy,1022_DFA_XX,AudioWAV/1022_DFA_HAP_XX.wav,1022,DFA,01,XX,happy
1022_DFA_XX_sad,1022_DFA_XX,AudioWAV/1022_DFA_SAD_XX.wav,1022,DFA,01,XX,sad
1022_IOM_XX_happy,1022_IOM_XX,AudioWAV/1022_IOM_HAP_XX.wav,1022,IOM,01,XX,happy
1022_IOM_XX_sad,1022_IOM_XX,AudioWAV/1022_IOM_SAD_XX.wav,1022,IOM,01,XX,sad
1022_ITH_XX_happy,1022_ITH_XX,AudioWAV/1022_ITH_HAP_XX.wav,1022,ITH,01,XX,happy
1022_ITH_XX_sad,1022_ITH_XX,AudioWAV/1022_ITH_SAD_XX.wav,1022,ITH,01,XX,sad
1022_ITS_XX_happy,1022_ITS_XX,AudioWAV/1022_ITS_HAP_XX.wav,1022,ITS,01,XX,happy
1022_ITS_XX_sad,1022_ITS_XX,AudioWAV/1022_ITS_SAD_XX.wav,1022,ITS,01,XX,sad
1022_IWL_XX_happy,1022_IWL_XX,AudioWAV/1022_IWL_HAP_XX.wav,1022,IWL,01,XX,happy
1022_IWL_XX_sad,1022_IWL_XX,AudioWAV/1022_IWL_SAD_XX.wav,1022,IWL,01,XX,sad
1022_IWW_XX_happy,1022_IWW_XX,AudioWAV/1022_IWW_HAP_XX.wav,1022,IWW,01,XX,happy
1022_IWW_XX_sad,1022_IWW_XX,AudioWAV/1022_IWW_SAD_XX.wav,1022,IWW,01,XX,sad
1022_MTI_XX_happy,1022_MTI_XX,AudioWAV/1022_MTI_HAP_XX.wav,1022,MTI,01,XX,happy
1022_MTI_XX_sad,1022_MTI_XX,AudioWAV/1022_MTI_SAD_XX.wav,1022,MTI,01,XX,sad
1022_TAI_XX_happy,1022_TAI_XX,AudioWAV/1022_TAI_HAP_XX.wav,1022,TAI,01,XX,happy
1022_TAI_XX_sad,1022_TAI_XX,AudioWAV/1022_TAI_SAD_XX.wav,1022,TAI,01,XX,sad
1022_TIE_XX_happy,1022_TIE_XX,AudioWAV/1022_TIE_HAP_XX.wav,1022,TIE,01,XX,happy
1022_TIE_XX_sad,1022_TIE_XX,AudioWAV/1022_TIE_SAD_XX.wav,1022,TIE,01,XX,sad
1022_TSI_XX_happy,1022_TSI_XX,AudioWAV/1022_TSI_HAP_XX.wav,1022,TSI,01,XX,happy
1022_TSI_XX_sad,1022_TSI_XX,AudioWAV/1022_TSI_SAD_XX.wav,1022,TSI,01,XX,sad
1022_WSI_XX_happy,1022_WSI_XX,AudioWAV/1022_WSI_HAP_XX.wav,1022,WSI,01,XX,happy
1022_WSI_XX_sad,1022_WSI_XX,AudioWAV/1022_WSI_SAD_XX.wav,1022,WSI,01,XX,sad
1023_DFA_XX_happy,1023_DFA_XX,AudioWAV/1023_DFA_HAP_XX.wav,1023,DFA,01,XX,happy
1023_DFA_XX_sad,1023_DFA_XX,AudioWAV/1023_DFA_SAD_XX.wav,1023,DFA,01,XX,sad
1023_IOM_XX_happy,1023_IOM_XX,AudioWAV/1023_IOM_HAP_XX.wav,1023,IOM,01,XX,happy
1023_IOM_XX_sad,1023_IOM_XX,AudioWAV/1023_IOM_SAD_XX.wav,1023,IOM,01,XX,sad
1023_ITH_XX_happy,1023_ITH_XX,AudioWAV/1023_ITH_HAP_XX.wav,1023,ITH,01,XX,happy
1023_ITH_XX_sad,1023_ITH_XX,AudioWAV/1023_ITH_SAD_XX.wav,1023,ITH,01,XX,sad
1023_ITS_XX_happy,1023_ITS_XX,AudioWAV/1023_ITS_HAP_XX.wav,1023,ITS,01,XX,happy
1023_ITS_XX_sad,1023_ITS_XX,AudioWAV/1023_ITS_SAD_XX.wav,1023,ITS,01,XX,sad
1023_IWL_XX_happy,1023_IWL_XX,AudioWAV/1023_IWL_HAP_XX.wav,1023,IWL,01,XX,happy
1023_IWL_XX_sad,1023_IWL_XX,AudioWAV/1023_IWL_SAD_XX.wav,1023,IWL,01,XX,sad
1023_IWW_XX_happy,1023_IWW_XX,AudioWAV/1023_IWW_HAP_XX.wav,1023,IWW,01,XX,happy
1023_IWW_XX_sad,1023_IWW_XX,AudioWAV/1023_IWW_SAD_XX.wav,1023,IWW,01,XX,sad
1023_MTI_XX_happy,1023_MTI_XX,AudioWAV/1023_MTI_HAP_XX.wav,1023,MTI,01,XX,happy
1023_MTI_XX_sad,1023_MTI_XX,AudioWAV/1023_MTI_SAD_XX.wav,1023,MTI,01,XX,sad
1023_TAI_XX_happy,1023_TAI_XX,AudioWAV/1023_TAI_HAP_XX.wav,1023,TAI,01,XX,happy
1023_TAI_XX_sad,1023_TAI_XX,AudioWAV/1023_TAI_SAD_XX.wav,1023,TAI,01,XX,sad
1023_TIE_XX_happy,1023_TIE_XX,AudioWAV/1023_TIE_HAP_XX.wav,1023,TIE,01,XX,happy
1023_TIE_XX_sad,1023_TIE_XX,AudioWAV/1023_TIE_SAD_XX.wav,1023,TIE,01,XX,sad
1023_TSI_XX_happy,1023_TSI_XX,AudioWAV/1023_TSI_HAP_XX.wav,1023,TSI,01,XX,happy
1023_TSI_XX_sad,1023_TSI_XX,AudioWAV/1023_TSI_SAD_XX.wav,1023,TSI,01,XX,sad
1023_WSI_XX_happy,1023_WSI_XX,AudioWAV/1023_WSI_HAP_XX.wav,1023,WSI,01,XX,happy
1023_WSI_XX_sad,1023_WSI_XX,AudioWAV/1023_WSI_SAD_XX.wav,1023,WSI,01,XX,sad
1024_DFA_XX_happy,1024_DFA_XX,AudioWAV/1024_DFA_HAP_XX.wav,1024,DFA,01,XX,happy
1024_DFA_XX_sad,1024_DFA_XX,AudioWAV/1024_DFA_SAD_XX.wav,1024,DFA,01,XX,sad
1024_IOM_XX_happy,1024_IOM_XX,AudioWAV/1024_IOM_HAP_XX.wav,1024,IOM,01,XX,happy
1024_IOM_XX_sad,1024_IOM_XX,AudioWAV/1024_IOM_SAD_XX.wav,1024,IOM,01,XX,sad
1024_ITH_XX_happy,1024_ITH_XX,AudioWAV/1024_ITH_HAP_XX.wav,1024,ITH,01,XX,happy
1024_ITH_XX_sad,1024_ITH_XX,AudioWAV/1024_ITH_SAD_XX.wav,1024,ITH,01,XX,sad
1024_ITS_XX_happy,1024_ITS_XX,AudioWAV/1024_ITS_HAP_XX.wav,1024,ITS,01,XX,happy
1024_ITS_XX_sad,1024_ITS_XX,AudioWAV/1024_ITS_SAD_XX.wav,1024,ITS,01,XX,sad
1024_IWL_XX_happy,1024_IWL_XX,AudioWAV/1024_IWL_HAP_XX.wav,1024,IWL,01,XX,happy
